 200         0.142988212618
   1         6.961905752200         1.756457132215
   2         4.828721230687         3.723106465680
   3         2.688152148768         3.948991001801
   4         3.809507488539         6.745492647514
   5         2.500904466541         4.682077569691
   6         1.861441739765         3.403152116137
   7         3.524044829392         6.728358295393
   8         4.466722504950         5.639241694357
   9         2.402689489621         3.931856649676
  10         5.422140665718         3.128567665314
  11         2.717831399365         3.454527124269
  12         2.742870027939         2.945085897481
  13         2.884582102610         5.449432841826
  14         2.943962353648         4.460548625144
  15         3.651937374750         6.984143386107
  16         6.308821356568         2.267551580696
  17         1.725348519674         1.927564389214
  18         3.824258870488         4.026474740028
  19         3.719696589504         4.791143835049
  20         4.909755277895         5.860758080818
  21         3.583399966256         5.739486636776
  22         3.101509035434         4.221882396412
  23         3.392632304167         4.236107260835
  24         3.992745926222         7.664059925750
  25         5.489862867804         3.592960968645
  26         0.854467850817         1.389204338266
  27         4.394617422245         6.891033792117
  28         4.123317394570         5.145732615833
  29         6.572358367525         2.535551901558
  30         4.064116864713         6.875710086262
  31         1.507799950716         2.113185336132
  32         0.982360396181         1.644989428973
  33         1.473468175763         1.792143533589
  34         6.060788186100         3.558692264408
  35         2.069916501211         2.661045573342
  36         3.845789905465         5.076732553653
  37         5.873540503872         2.825605696514
  38         3.561620866917         4.533198854643
  39         2.756689557254         5.193647751115
  40         4.368822158132         6.394079522184
  41         3.396152284033         6.472573204680
  42         4.407367369004         4.650370035136
  43         7.275836897538         0.926378972003
  44         4.722507595663         5.127671512928
  45         4.564937481874         4.889020774335
  46         3.847589135550         4.535358744678
  47         3.282672171424         3.484888040962
  48         2.914259671075         4.954997012508
  49         4.001947333732         4.837155063817
  50         2.411110254437         2.613326123980
  51         3.613187834771         5.243101999479
  52         6.790533562900         1.993271716192
  53         5.903218072309         3.320041525817
  54         5.004491841404         3.305854330332
  55         4.818910047759         4.376536300200
  56         6.198507919343         2.003707950196
  57         2.601111232258         3.193454493799
  58         5.647432981597         3.831611707241
  59         2.274796944266         3.676071558962
  60         4.236807427049         6.647761659051
  61         2.208894384894         2.411110254436
  62         6.511037226101         2.065335711147
  63         3.868990290218         5.754342027969
  64         2.019011853557         3.164501377532
  65         4.129839879777         4.581369973446
  66         4.752185164101         5.622107342229
  67         3.131186603866         3.727446567116
  68         7.089798297555         1.500672041500
  69         4.522509967606         6.635248701405
  70         2.816044694129         4.204776092514
  71         4.781862732540         6.116543171531
  72         5.775325526952         3.575826616529
  73         4.155690848381         5.674606156515
  74         5.165540368606         5.349187899394
  75         2.658474580333         4.443426831101
  76         4.692829038134         4.633219197037
  77         5.421325459318         4.837617717970
  78         6.444465822169         2.791336992271
  79         1.927564389216         2.129780258750
  80         4.624292618748         5.877892432944
  81         4.552258293264         3.649957576277
  82         6.005624598183         2.224772719386
  83         4.948615117937         4.121665502200
  84         2.628797011898         4.937862660403
  85         4.700828685322         3.978891556391
  86         2.845723944720         3.710312214985
  87         1.763226762847         2.652931196137
  88         5.350507830619         2.851708038923
  89         2.315646890952         3.176348189909
  90         3.268259738674         6.216788113966
  91         1.989334285119         3.658937206847
  92         5.085719540705         3.580052391332
  93         1.135831450599         1.338047320134
  94         0.649839778254         0.979948193121
  95         1.338047320136         1.540263189678
  96         4.653970187190         6.372328262244
  97         2.945085897481         3.147301767024
  98         1.733549194409         3.147367025427
  99         1.222041618879         2.124351874368
 100         2.530582034976         4.187641740390
 101         4.451774871657         4.119443019171
 102         3.749197161250         5.494665070889
 103         4.309152391158         5.400590955766
 104         4.437044936504         5.144805865044
 105         3.297937307110         5.722352284659
 106         2.432367058060         3.437420820374
 107         6.316573276812         3.047122082983
 108         5.606292921333         2.723815493563
 109         3.906546750925         7.114360824851
 110         4.249559002099         4.321658888698
 111         1.191525831157         1.840008239856
 112         3.676437097769         4.271283316879
 113         4.533441940470         4.393596564796
 114         2.560259603414         3.693205911087
 115         6.677279934123         1.728696378056
 116         2.973616490072         3.966097305702
 117         4.350042423738         3.852173445836
 118         3.544582011003         3.966780769993
 119         0.521947232889         0.724163102413
 120         3.327614875551         5.227916455300
 121         5.145281039327         3.056934830215
 122         3.235062190365         4.474757999419
 123         4.061706257050         5.965631099892
 124         5.294248120357         3.384352756027
 125         6.750075636728         1.452140232814
 126         4.218563027470         7.116394316320
 127         3.071829784838         4.716346273830
 128         5.727265591562         3.072564117313
 129         3.259079149232         3.983231657826
 130         4.147826554180         4.054389315363
 131         5.734185466692         2.468030402850
 132         1.891656953917         2.908446759496
 133         5.007970254814         5.110537160804
 134         6.400723788880         1.801492080649
 135         4.492686621721         6.136155411168
 136         5.805003095388         4.070262445832
 137         1.641320114245         2.366078360395
 138         6.952291506268         1.249924363269
 139         1.355561782409         2.377244898627
 140         3.839185056956         6.251056818200
 141         6.159003163020         2.808471344393
 142         5.361970322450         3.848746059360
 143         2.245119375830         4.170507388268
 144         3.553722397816         6.233922466087
 145         3.713250998435         5.994283110404
 146         4.125086208186         6.244495758069
 147         4.755572341287         3.446643528255
 148         3.425829852470         5.978137375370
 149         4.143907244978         7.392454146664
 150         5.677110550031         4.326047536545
 151         5.391647890884         4.343181888666
 152         6.031110617664         3.064256435105
 153         4.880077709457         5.366322251516
 154         6.286895708379         2.552686253682
 155         0.905624868958         1.107840738488
 156         5.135862800171         4.854752070092
 157         4.978292686379         4.616101331501
 158         6.001433049231         2.569820605800
 159         3.357303738927         4.733291400729
 160         1.605656649052         2.891581934720
 161         7.478052767079         0.724163102459
 162         3.199891191153         4.972046869373
 163         5.549218004675         4.581832627257
 164         3.002523141899         3.427450796549
 165         3.140367193322         5.961003023252
 166         5.932895640744         3.814477355120
 167         5.293432913962         5.093402808682
 168         5.519540436240         4.087396797954
 169         2.461339282710         2.894856869208
 170         2.146904398913         3.420286468246
 171         7.235393723626         1.209481189361
 172         2.786367125687         4.699211921812
 173         4.279474822726         4.906155126444
 174         4.850400141022         4.871886422215
 175         3.857955076205         7.396178789034
 176         2.177083749726         2.926182701320
 177         5.076507663303         3.865880411485
 178         5.106185231735         4.360316240787
 179         3.012474647965         5.705217932539
 180         6.188680731456         3.302907173695
 181         3.170044761800         5.466567193925
 182         6.700250912887         2.279766810848
 183         4.338829959605         5.895026785078
 184         3.986924684120         6.506093508707
 185         4.594615050305         5.383456603642
 186         3.042152216401         5.210782103235
 187         5.234077777094         4.104531150075
 188         3.484888040965         3.687103910508
 189         1.477764103700         2.635796844006
 190         2.117226830475         3.914722297557
 191         3.457168576538         5.482868567128
 192         5.263755345527         4.598966979379
 193         5.617755413163         3.337175877932
 194         5.037647823250         5.604972990106
 195         3.965809526425         4.274962018564
 196         4.023477261178         5.413714823366
 197         3.681614943181         6.489707556800
 198         2.373011921186         4.426292478980
 199         3.503921238319         4.978823118963
 200         1.922955107577         2.415719536059
